User Type,Source,Medium,Browser,Device Category,Date,Pageviews
New Visitor,(direct),(none),Chrome,mobile,2020-07-31,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-03,3
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-07,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-15,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-23,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,3
New Visitor,(direct),(none),Chrome,mobile,2020-07-30,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-09,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-20,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-30,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-14,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-30,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-09,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-27,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-07,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-30,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-09,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-11,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,4
New Visitor,(direct),(none),Chrome,mobile,2020-07-21,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-30,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-11,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-21,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,3
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,4
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-10,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,3
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,9
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-23,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-15,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-14,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,4
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-09,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-21,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-22,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-10,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,3
New Visitor,(direct),(none),Chrome,mobile,2020-08-06,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-12,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,3
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-16,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-03,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-24,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-27,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-10,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-31,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-29,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-14,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-31,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-01,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-14,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-23,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,4
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-17,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-26,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,3
New Visitor,(direct),(none),Chrome,mobile,2020-08-09,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-22,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-04,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-28,2
New Visitor,(direct),(none),Chrome,mobile,2020-07-18,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-19,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-20,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-25,1
New Visitor,(direct),(none),Chrome,mobile,2020-07-24,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-07,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-08,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,3
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-02,2
New Visitor,(direct),(none),Chrome,mobile,2020-08-07,1
New Visitor,(direct),(none),Chrome,mobile,2020-08-05,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-14,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-24,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-26,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-01,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-05,2
New Visitor,(direct),(none),Chrome,tablet,2020-08-10,2
New Visitor,(direct),(none),Chrome,tablet,2020-07-26,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-04,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-10,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-10,2
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,3
New Visitor,(direct),(none),Chrome,tablet,2020-07-27,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-24,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-26,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-15,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-27,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-09,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-18,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,2
New Visitor,(direct),(none),Chrome,tablet,2020-08-09,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-01,2
New Visitor,(direct),(none),Chrome,tablet,2020-08-09,3
New Visitor,(direct),(none),Chrome,tablet,2020-08-01,3
New Visitor,(direct),(none),Chrome,tablet,2020-08-09,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-18,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-09,2
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,3
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-26,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-03,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-06,4
New Visitor,(direct),(none),Chrome,tablet,2020-08-01,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,2
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-06,3
New Visitor,(direct),(none),Chrome,tablet,2020-08-06,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-11,1
New Visitor,(direct),(none),Chrome,tablet,2020-07-22,2
New Visitor,(direct),(none),Chrome,tablet,2020-08-02,1
New Visitor,(direct),(none),Chrome,tablet,2020-08-01,8
New Visitor,(direct),(none),Edge,desktop,2020-07-24,1
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-07-27,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-08-07,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-07-20,1
New Visitor,(direct),(none),Edge,desktop,2020-07-16,2
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,2
New Visitor,(direct),(none),Edge,desktop,2020-07-16,2
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-07-22,1
New Visitor,(direct),(none),Edge,desktop,2020-07-29,1
New Visitor,(direct),(none),Edge,desktop,2020-08-07,1
New Visitor,(direct),(none),Edge,desktop,2020-07-27,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,1
New Visitor,(direct),(none),Edge,desktop,2020-07-23,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-08-06,2
New Visitor,(direct),(none),Edge,desktop,2020-07-27,1
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-07-29,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-22,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,1
New Visitor,(direct),(none),Edge,desktop,2020-07-29,1
New Visitor,(direct),(none),Edge,desktop,2020-08-01,1
New Visitor,(direct),(none),Edge,desktop,2020-07-23,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-11,1
New Visitor,(direct),(none),Edge,desktop,2020-08-08,1
New Visitor,(direct),(none),Edge,desktop,2020-07-15,1
New Visitor,(direct),(none),Edge,desktop,2020-07-20,1
New Visitor,(direct),(none),Edge,desktop,2020-08-01,2
New Visitor,(direct),(none),Edge,desktop,2020-07-20,2
New Visitor,(direct),(none),Edge,desktop,2020-08-01,1
New Visitor,(direct),(none),Edge,desktop,2020-08-12,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-20,1
New Visitor,(direct),(none),Edge,desktop,2020-07-27,1
New Visitor,(direct),(none),Edge,desktop,2020-07-27,1
New Visitor,(direct),(none),Edge,desktop,2020-08-06,1
New Visitor,(direct),(none),Edge,desktop,2020-08-12,2
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-07-30,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-31,1
New Visitor,(direct),(none),Edge,desktop,2020-08-12,1
New Visitor,(direct),(none),Edge,desktop,2020-07-20,1
New Visitor,(direct),(none),Edge,desktop,2020-07-25,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,3
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-29,1
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-08-11,1
New Visitor,(direct),(none),Edge,desktop,2020-08-11,1
New Visitor,(direct),(none),Edge,desktop,2020-08-11,2
New Visitor,(direct),(none),Edge,desktop,2020-07-16,1
New Visitor,(direct),(none),Edge,desktop,2020-08-07,1
New Visitor,(direct),(none),Edge,desktop,2020-07-23,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-08-11,1
New Visitor,(direct),(none),Edge,desktop,2020-08-12,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,2
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-24,1
New Visitor,(direct),(none),Edge,desktop,2020-07-22,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,1
New Visitor,(direct),(none),Edge,desktop,2020-07-17,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,1
New Visitor,(direct),(none),Edge,desktop,2020-07-24,1
New Visitor,(direct),(none),Edge,desktop,2020-08-06,2
New Visitor,(direct),(none),Edge,desktop,2020-07-15,2
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-07-31,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-22,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,2
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-23,1
New Visitor,(direct),(none),Edge,desktop,2020-07-30,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,2
New Visitor,(direct),(none),Edge,desktop,2020-07-15,1
New Visitor,(direct),(none),Edge,desktop,2020-07-29,1
New Visitor,(direct),(none),Edge,desktop,2020-07-15,1
New Visitor,(direct),(none),Edge,desktop,2020-07-31,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-07-19,1
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-17,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,2
New Visitor,(direct),(none),Edge,desktop,2020-08-04,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,3
New Visitor,(direct),(none),Edge,desktop,2020-07-18,1
New Visitor,(direct),(none),Edge,desktop,2020-08-12,1
New Visitor,(direct),(none),Edge,desktop,2020-07-16,2
New Visitor,(direct),(none),Edge,desktop,2020-08-06,1
New Visitor,(direct),(none),Edge,desktop,2020-07-28,1
New Visitor,(direct),(none),Edge,desktop,2020-07-16,1
New Visitor,(direct),(none),Edge,desktop,2020-08-01,2
New Visitor,(direct),(none),Edge,desktop,2020-08-07,1
New Visitor,(direct),(none),Edge,desktop,2020-07-16,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-07-16,1
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-07-20,2
New Visitor,(direct),(none),Edge,desktop,2020-07-30,1
New Visitor,(direct),(none),Edge,desktop,2020-07-30,1
New Visitor,(direct),(none),Edge,desktop,2020-07-14,1
New Visitor,(direct),(none),Edge,desktop,2020-07-31,2
New Visitor,(direct),(none),Edge,desktop,2020-07-30,2
New Visitor,(direct),(none),Edge,desktop,2020-07-15,1
New Visitor,(direct),(none),Edge,desktop,2020-07-30,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-07-22,1
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-06,1
New Visitor,(direct),(none),Edge,desktop,2020-07-25,2
New Visitor,(direct),(none),Edge,desktop,2020-07-25,1
New Visitor,(direct),(none),Edge,desktop,2020-07-23,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-05,1
New Visitor,(direct),(none),Edge,desktop,2020-07-18,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-08-03,1
New Visitor,(direct),(none),Edge,desktop,2020-07-31,1
New Visitor,(direct),(none),Edge,desktop,2020-07-21,1
New Visitor,(direct),(none),Edge,desktop,2020-08-07,1
